episode,season,title,file_name,link
E08,S02,Stage Two,S02_E08_Stage_Two,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1868198
E09,S02,Placebo Effect,S02_E09_Placebo_Effect,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1883469
E10,S02,El Secuestro,S02_E10_El_Secuestro,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1883467
E11,S02,Jeu Monegasque,S02_E11_Jeu_Monegasque,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1883468
E12,S02,White Nights,S02_E12_White_Nights,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1898149
E13,S02,Double Trouble,S02_E13_Double_Trouble,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-1916816
E01,S03,Heart of Archness: Part I,S03_E01_Heart_of_Archness_Part_I,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2046353
E02,S03,Heart of Archness: Part II,S03_E02_Heart_of_Archness_Part_II,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2046354
E03,S03,Heart of Archness: Part III,S03_E03_Heart_of_Archness_Part_III,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2054900
E04,S03,The Man from Jupiter,S03_E04_The_Man_from_Jupiter,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2158993
E05,S03,El Contador,S03_E05_El_Contador,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2202719
E06,S03,The Limited,S03_E06_The_Limited,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2207833
E07,S03,Drift Problem,S03_E07_Drift_Problem,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2211327
E08,S03,Lo Scandalo,S03_E08_Lo_Scandalo,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2207831
E09,S03,Bloody Ferlin,S03_E09_Bloody_Ferlin,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2211325
E10,S03,Crossing Over,S03_E10_Crossing_Over,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2256127
E11,S03,Skin Game,S03_E11_Skin_Game,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2279509
E12,S03,Space Race: Part I,S03_E12_Space_Race_Part_I,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2279511
E13,S03,Space Race: Part II,S03_E13_Space_Race_Part_II,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2279513
E01,S04,Fugue and Riffs,S04_E01_Fugue_and_Riffs,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2342483
E02,S04,The Wind Cries Mary,S04_E02_The_Wind_Cries_Mary,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2633152
E03,S04,Legs,S04_E03_Legs,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2633154
E04,S04,Midnight Ron,S04_E04_Midnight_Ron,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2633156
E05,S04,Viscous Coupling,S04_E05_Viscous_Coupling,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665242
E06,S04,Once Bitten,S04_E06_Once_Bitten,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665238
E07,S04,Live and Let Dine,S04_E07_Live_and_Let_Dine,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665250
E08,S04,Coyote Lovely,S04_E08_Coyote_Lovely,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665256
E09,S04,The Honeymooners,S04_E09_The_Honeymooners,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665258
E10,S04,Un Chien Tangerine,S04_E10_Un_Chien_Tangerine,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665260
E11,S04,The Papal Chase,S04_E11_The_Papal_Chase,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665268
E12,S04,Sea Tunt: Part 1,S04_E12_Sea_Tunt_Part_1,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665270
E13,S04,Sea Tunt: Part 2,S04_E13_Sea_Tunt_Part_2,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-2665274
E01,S05,White Elephant,S05_E01_White_Elephant,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3369492
E02,S05,Archer Vice: A Kiss While Dying,S05_E02_Archer_Vice_A_Kiss_While_Dying,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411622
E03,S05,Archer Vice: A Debt of Honor,S05_E03_Archer_Vice_A_Debt_of_Honor,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411616
E04,S05,Archer Vice: House Call,S05_E04_Archer_Vice_House_Call,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411626
E05,S05,Archer Vice: Southbound and Down,S05_E05_Archer_Vice_Southbound_and_Down,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411628
E06,S05,Archer Vice: Baby Shower,S05_E06_Archer_Vice_Baby_Shower,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411630
E07,S05,Archer Vice: Smugglers' Blues,S05_E07_Archer_Vice_Smugglers_Blues,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411634
E08,S05,Archer Vice: The Rules of Extraction,S05_E08_Archer_Vice_The_Rules_of_Extraction,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411642
E09,S05,Archer Vice: On the Carpet,S05_E09_Archer_Vice_On_the_Carpet,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411636
E10,S05,Archer Vice: Palace Intrigue - Part I,S05_E10_Archer_Vice_Palace_Intrigue__Part_I,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411640
E11,S05,Archer Vice: Palace Intrigue: Part II,S05_E11_Archer_Vice_Palace_Intrigue_Part_II,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411644
E12,S05,Archer Vice: Filibuster,S05_E12_Archer_Vice_Filibuster,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411656
E13,S05,Archer Vice: Arrival/Departure,S05_E13_Archer_Vice_ArrivalDeparture,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-3411652
E01,S06,The Holdout,S06_E01_The_Holdout,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4256314
E02,S06,Three to Tango,S06_E02_Three_to_Tango,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4303076
E03,S06,The Archer Sanction,S06_E03_The_Archer_Sanction,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4303080
E04,S06,Edie's Wedding,S06_E04_Edies_Wedding,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4327042
E05,S06,Vision Quest,S06_E05_Vision_Quest,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4389446
E06,S06,Sitting,S06_E06_Sitting,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4389450
E07,S06,Nellis,S06_E07_Nellis,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4389452
E08,S06,The Kanes,S06_E08_The_Kanes,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4434218
E09,S06,Pocket Listing,S06_E09_Pocket_Listing,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4434220
E10,S06,Reignition Sequence,S06_E10_Reignition_Sequence,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4441400
E11,S06,Achub y Morfilod,S06_E11_Achub_y_Morfilod,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4441418
E12,S06,Drastic Voyage: Part 1,S06_E12_Drastic_Voyage_Part_1,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4441444
E13,S06,Drastic Voyage: Part 2,S06_E13_Drastic_Voyage_Part_2,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4465276
E01,S07,The Figgis Agency,S07_E01_The_Figgis_Agency,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537894
E02,S07,The Handoff,S07_E02_The_Handoff,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537900
E03,S07,Deadly Prep,S07_E03_Deadly_Prep,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537926
E04,S07,Motherless Child,S07_E04_Motherless_Child,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537930
E05,S07,Bel Panto: Part I,S07_E05_Bel_Panto_Part_I,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537932
E06,S07,Bel Panto: Part II,S07_E06_Bel_Panto_Part_II,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537936
E07,S07,Double Indecency,S07_E07_Double_Indecency,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537942
E08,S07,Liquid Lunch,S07_E08_Liquid_Lunch,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537948
E09,S07,Deadly Velvet: Part 1,S07_E09_Deadly_Velvet_Part_1,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537954
E10,S07,Deadly Velvet: Part 2,S07_E10_Deadly_Velvet_Part_2,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-4537958
E01,S08,Archer Dreamland: No Good Deed,S08_E01_Archer_Dreamland_No_Good_Deed,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-5825432
E02,S08,Archer Dreamland: Berenice,S08_E02_Archer_Dreamland_Berenice,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6126922
E03,S08,Archer Dreamland: Jane Doe,S08_E03_Archer_Dreamland_Jane_Doe,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6745202
E04,S08,Archer Dreamland: Ladyfingers,S08_E04_Archer_Dreamland_Ladyfingers,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6745206
E05,S08,Archer Dreamland: Sleepers Wake,S08_E05_Archer_Dreamland_Sleepers_Wake,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6745212
E06,S08,Archer Dreamland: Waxing Gibbous,S08_E06_Archer_Dreamland_Waxing_Gibbous,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6745220
E07,S08,"Archer Dreamland: Gramercy, Halberd!",S08_E07_Archer_Dreamland_Gramercy_Halberd,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6745224
E08,S08,Archer Dreamland: Auflösung,S08_E08_Archer_Dreamland_Auflösung,https://www.opensubtitles.org/download/s/sublanguageid-eng/imdbid-6111138
